userid,movieid,rating,date
9889,27122,3.5,2009/6/25 0:00
9889,24147,3,2009/6/26 0:00
9889,25095,3,2009/6/25 0:00
9889,25284,1.5,2009/6/25 0:00
9889,25803,3,2009/6/26 0:00
9889,25823,3.5,2009/6/25 0:00
9889,26280,3,2009/6/25 0:00
9889,26510,3.5,2009/6/25 0:00
9889,27931,2,2009/6/25 0:00
9889,29121,3,2009/6/25 0:00
9889,32439,3,2009/6/25 0:00
9889,33555,2,2009/6/25 0:00
9889,31852,2.5,2009/6/25 0:00
9889,34679,2,2009/6/25 0:00
9889,35003,2.5,2009/6/25 0:00
9889,35264,1.5,2009/6/25 0:00
9889,34047,3.5,2009/6/25 0:00
9889,36376,1.5,2009/6/25 0:00
9889,35110,4.5,2009/6/25 0:00
9889,37674,2,2009/6/25 0:00
9889,38192,3,2009/6/25 0:00
9889,36487,4.5,2009/6/25 0:00
9889,36866,3,2009/6/25 0:00
9889,37201,5,2009/6/25 0:00
9889,40160,3,2009/6/25 0:00
9889,38105,2,2009/6/25 0:00
9889,40943,3,2009/6/25 0:00
9889,39097,2.5,2009/6/25 0:00
9889,42236,3.5,2009/6/25 0:00
9889,40748,2,2009/6/25 0:00
9889,44216,3,2009/6/25 0:00
9889,44583,3,2009/6/26 0:00
9889,45686,2.5,2009/6/25 0:00
9889,46207,2,2009/6/25 0:00
9889,46661,4,2009/6/25 0:00
9889,43675,2,2009/6/25 0:00
9889,46857,2.5,2009/6/25 0:00
9889,44419,2.5,2009/6/25 0:00
9889,47207,2,2009/6/25 0:00
9889,45122,3,2009/6/25 0:00
9889,45123,3,2009/7/29 0:00
9889,45170,3,2009/6/25 0:00
9889,45594,4,2009/6/25 0:00
9889,46170,3,2009/6/25 0:00
9889,49266,2,2009/6/25 0:00
9889,49294,4,2009/6/25 0:00
9889,48019,4,2009/6/25 0:00
9889,48126,2.5,2009/6/25 0:00
9889,49364,4,2009/6/25 0:00
9889,48232,1.5,2009/6/26 0:00
9889,50010,3,2009/6/25 0:00
9889,48770,3,2009/6/25 0:00
9889,50964,4,2009/6/25 0:00
9889,51031,3.5,2009/6/25 0:00
9889,48925,3,2009/6/25 0:00
9889,51696,3,2009/5/25 0:00
9889,52874,2.5,2009/6/25 0:00
9889,51435,3,2009/6/25 0:00
9889,53392,4,2009/6/25 0:00
9889,53421,3,2009/6/25 0:00
9889,52178,3,2009/6/25 0:00
9889,53981,4,2009/6/25 0:00
9889,52660,3,2009/6/25 0:00
9889,52672,3,2009/6/25 0:00
9889,55020,5,2009/6/25 0:00
9889,55032,2,2009/6/25 0:00
9889,53784,3,2009/6/25 0:00
9889,55920,3,2009/6/25 0:00
9889,55995,2.5,2009/6/25 0:00
9889,54014,2.5,2009/6/25 0:00
9889,54612,3,2009/6/26 0:00
9889,56915,3,2009/6/25 0:00
9889,56916,3,2009/6/25 0:00
9889,58033,2,2009/6/25 0:00
9889,58106,2.5,2009/6/25 0:00
9889,55698,3,2009/6/25 0:00
9889,56370,3,2009/6/25 0:00
9889,58527,2,2009/6/25 0:00
9889,56453,5,2009/6/25 0:00
9889,57277,2.5,2009/6/25 0:00
9889,60244,4,2009/6/25 0:00
9889,60700,3,2009/6/25 0:00
9889,58887,2.5,2009/6/25 0:00
9889,59330,4.5,2009/6/25 0:00
9889,62409,2.5,2009/6/25 0:00
9889,59471,3,2009/6/25 0:00
9889,62530,1.5,2009/6/25 0:00
9889,64013,5,2009/6/25 0:00
9889,64315,3.5,2009/6/25 0:00
9889,64453,3,2009/6/25 0:00
9889,65636,2.5,2009/6/25 0:00
9889,63210,3,2009/6/25 0:00
9889,64721,2,2009/6/25 0:00
6327,20641,3.5,2009/7/17 0:00
5604,2550,5,2009/9/3 0:00
2175,8949,4.5,2009/1/17 0:00
2175,26405,4.5,2009/1/17 0:00
3285,21087,4.5,2008/12/22 0:00
3285,24251,4.5,2008/12/26 0:00
3285,20641,3.5,2008/12/26 0:00
3285,20642,4.5,2008/12/26 0:00
3285,20644,4.5,2008/12/26 0:00
3285,20645,4.5,2008/12/26 0:00
3285,46995,1.5,2008/12/22 0:00
3865,21508,0.5,2009/8/1 0:00
3866,4770,5,2008/11/11 0:00
3866,12956,4,2009/4/28 0:00
3866,41763,3.5,2009/6/6 0:00
3866,47784,3,2009/3/1 0:00
3866,48509,5,2009/3/1 0:00
3866,53968,3,2009/3/10 0:00
3866,53027,5,2009/3/6 0:00
3866,53762,3,2009/3/6 0:00
3866,56915,5,2008/11/15 0:00
3866,55709,4.5,2009/3/6 0:00
3866,65230,4,2009/3/6 0:00
3866,66612,4,2009/4/28 0:00
1670,20641,5,2009/6/30 0:00
1670,36092,4.5,2009/9/3 0:00
1670,49947,5,2009/9/11 0:00
1670,49948,5,2009/9/2 0:00
1670,57691,5,2009/7/10 0:00
1670,63684,5,2009/7/10 0:00
6744,77,3,2009/1/20 0:00
6744,348,4.5,2009/1/19 0:00
6744,101,3,2009/2/26 0:00
6744,109,3,2009/9/29 0:00
6744,384,1,2009/3/12 0:00
6744,174,3,2009/3/5 0:00
6744,192,2.5,2009/3/17 0:00
6744,494,3,2009/3/17 0:00
6744,237,3,2009/1/20 0:00
6744,1348,1.5,2009/9/29 0:00
6744,1415,3,2009/2/26 0:00
6744,1349,3,2009/3/12 0:00
6744,1416,4,2009/3/12 0:00
6744,1802,3,2009/3/21 0:00
6744,2350,3,2009/1/19 0:00
6744,2035,1,2009/2/26 0:00
6744,2681,3.5,2009/3/17 0:00
6744,2708,3,2009/2/26 0:00
6744,3317,1.5,2009/1/20 0:00
6744,3593,2.5,2009/1/20 0:00
6744,3685,3,2009/1/20 0:00
6744,4286,2,2009/9/29 0:00
6744,4493,4,2009/3/5 0:00
6744,4657,1,2009/3/5 0:00
6744,4823,2,2009/1/20 0:00
6744,4824,3.5,2009/2/26 0:00
6744,4966,3,2009/1/13 0:00
6744,5000,2.5,2009/1/20 0:00
6744,5192,4,2009/2/26 0:00
6744,5268,2,2009/3/21 0:00
6744,5277,4.5,2009/1/20 0:00
6744,5473,3.5,2009/1/13 0:00
6744,5801,2,2009/2/26 0:00
6744,5592,1,2009/3/17 0:00
6744,5806,3,2009/1/20 0:00
6744,5808,3.5,2009/1/20 0:00
6744,5599,2.5,2009/2/26 0:00
6744,5708,1.5,2009/1/20 0:00
6744,5894,4,2009/1/20 0:00
6744,6607,3,2009/9/29 0:00
6744,6834,2,2009/1/20 0:00
6744,7515,4,2009/1/13 0:00
6744,8146,2,2009/3/10 0:00
6744,8535,0.5,2009/2/26 0:00
6744,8538,2.5,2009/1/13 0:00
6744,8039,2,2009/1/20 0:00
6744,8567,4,2009/4/7 0:00
6744,8823,1.5,2009/2/26 0:00
6744,9028,2,2009/1/19 0:00
6744,9150,1,2009/3/17 0:00
6744,9180,3,2009/1/19 0:00
6744,9214,4,2009/5/12 0:00
6744,9229,3,2009/2/26 0:00
6744,10335,3,2009/1/20 0:00
6744,9711,3.5,2009/2/26 0:00
6744,10376,3.5,2009/1/19 0:00
6744,10377,1.5,2009/3/5 0:00
6744,9942,1.5,2009/3/12 0:00
6744,9965,4,2009/3/5 0:00
6744,10290,3.5,2009/1/20 0:00
6744,11235,3,2009/3/10 0:00
6744,11322,3.5,2009/1/20 0:00
6744,11353,4.5,2009/1/13 0:00
6744,11161,2,2009/2/26 0:00
6744,12780,2,2009/3/10 0:00
6744,12034,2.5,2009/5/12 0:00
6744,12088,0.5,2009/3/12 0:00
6744,13824,2.5,2009/4/7 0:00
6744,12639,1.5,2009/3/5 0:00
6744,12662,3,2009/9/29 0:00
6744,14219,2,2009/2/26 0:00
6744,12913,4,2009/3/17 0:00
6744,14392,1.5,2009/1/13 0:00
6744,13153,2.5,2009/3/12 0:00
6744,14039,2.5,2009/1/19 0:00
6744,14057,3,2009/1/20 0:00
6744,15587,2.5,2009/2/26 0:00
6744,14302,4,2009/2/26 0:00
6744,15815,3.5,2009/4/7 0:00
6744,14813,2.5,2009/1/20 0:00
6744,16984,4,2009/4/7 0:00
6744,15340,4,2009/3/21 0:00
6744,17474,4.5,2009/1/19 0:00
6744,15944,4.5,2009/1/20 0:00
6744,18813,4,2009/3/5 0:00
6744,16239,1.5,2009/4/7 0:00
6744,16245,2.5,2009/9/29 0:00
6744,16246,1.5,2009/3/21 0:00
6744,19203,1,2009/3/21 0:00
6744,16390,3,2009/2/26 0:00
6744,19502,3,2009/4/7 0:00
6744,19618,4,2009/3/21 0:00
6744,16930,3,2009/2/26 0:00
6744,19787,2.5,2009/1/20 0:00
6744,19814,3,2009/3/12 0:00
6744,17247,2.5,2009/1/20 0:00
6744,17864,1.5,2009/2/26 0:00
6744,17971,2.5,2009/1/20 0:00
6744,21317,5,2009/1/20 0:00
6744,18112,2,2009/1/20 0:00
6744,21376,1.5,2009/3/12 0:00
6744,18284,3,2009/5/12 0:00
6744,18600,1.5,2009/2/26 0:00
6744,22297,2.5,2009/5/12 0:00
6744,18874,3,2009/4/7 0:00
6744,18889,3,2009/3/10 0:00
6744,19439,3,2009/1/19 0:00
6744,23154,4.5,2009/2/26 0:00
6744,23465,3,2009/3/21 0:00
6744,24010,3.5,2009/1/13 0:00
6744,24237,0.5,2009/3/5 0:00
6744,24251,4.5,2009/1/13 0:00
6744,20642,2.5,2009/1/13 0:00
6744,20644,3.5,2009/1/13 0:00
6744,20645,3.5,2009/1/13 0:00
6744,20657,4,2009/3/17 0:00
6744,24742,3.5,2009/3/12 0:00
6744,21576,2,2009/3/5 0:00
6744,25422,3,2009/1/20 0:00
6744,25423,5,2009/1/20 0:00
6744,21983,2.5,2009/1/20 0:00
6744,25490,3,2009/3/10 0:00
6744,22013,2.5,2009/1/20 0:00
6744,22059,3,2009/1/13 0:00
6744,25674,0.5,2009/2/26 0:00
6744,22477,3,2009/1/20 0:00
6744,26324,3.5,2009/1/19 0:00
6744,26575,4.5,2009/3/21 0:00
6744,26642,5,2009/1/19 0:00
6744,26656,4,2009/1/19 0:00
6744,27122,3.5,2009/1/20 0:00
6744,23790,2,2009/1/20 0:00
6744,23791,2,2009/2/26 0:00
6744,24147,5,2009/1/13 0:00
6744,24871,4,2009/1/20 0:00
6744,24874,2,2009/2/26 0:00
6744,27673,3.5,2009/2/26 0:00
6744,25318,1,2009/9/29 0:00
6744,28059,1.5,2009/9/29 0:00
6744,25803,4,2009/1/20 0:00
6744,26280,4,2009/1/20 0:00
6744,31024,4,2009/3/5 0:00
6744,29948,3,2009/1/20 0:00
6744,29949,0.5,2009/3/17 0:00
6744,29993,2.5,2009/3/21 0:00
6744,30249,3.5,2009/3/21 0:00
6744,32439,4,2009/1/20 0:00
6744,33072,4.5,2009/1/20 0:00
6744,31831,3,2009/1/20 0:00
6744,34360,3,2009/3/5 0:00
6744,34987,3.5,2009/1/13 0:00
6744,35214,3,2009/2/26 0:00
6744,35254,4.5,2009/1/13 0:00
6744,35507,4,2009/1/20 0:00
6744,32983,2,2009/1/20 0:00
6744,33734,1,2009/9/29 0:00
6744,36753,4,2009/2/26 0:00
6744,36803,3,2009/1/20 0:00
6744,34573,2.5,2009/1/20 0:00
6744,37357,3,2009/1/19 0:00
6744,35379,1,2009/1/20 0:00
6744,35556,2,2009/3/12 0:00
6744,36449,4,2009/5/12 0:00
6744,39545,2.5,2009/1/20 0:00
6744,37201,2.5,2009/1/19 0:00
6744,41198,3,2009/3/17 0:00
6744,41546,3.5,2009/2/26 0:00
6744,41763,2.5,2009/3/17 0:00
6744,42203,3,2009/1/13 0:00
6744,42237,3,2009/1/20 0:00
6744,39576,3,2009/2/26 0:00
6744,42626,3,2009/5/12 0:00
6744,42644,3,2009/4/7 0:00
6744,39636,3,2009/3/12 0:00
6744,42818,2,2009/4/7 0:00
6744,39970,4.5,2009/1/13 0:00
6744,41330,2,2009/3/12 0:00
6744,41403,2,2009/2/26 0:00
6744,41554,4,2009/3/21 0:00
6744,42173,1.5,2009/2/26 0:00
6744,46207,3.5,2009/1/20 0:00
6744,42533,5,2009/1/20 0:00
6744,43310,2.5,2009/1/20 0:00
6744,46615,5,2009/1/13 0:00
6744,46658,3,2009/1/20 0:00
6744,46659,4,2009/1/19 0:00
6744,43368,3.5,2009/2/26 0:00
6744,43675,3.5,2009/9/29 0:00
6744,46729,1,2009/9/29 0:00
6744,43707,3.5,2009/3/12 0:00
6744,46995,3.5,2009/1/13 0:00
6744,44439,4.5,2009/9/29 0:00
6744,47207,2.5,2009/1/20 0:00
6744,44931,1.5,2009/9/29 0:00
6744,45119,4,2009/1/20 0:00
6744,45178,3,2009/9/29 0:00
6744,45309,3.5,2009/2/26 0:00
6744,45333,0.5,2009/2/26 0:00
6744,45576,2,2009/5/12 0:00
6744,46094,2.5,2009/3/21 0:00
6744,49266,2.5,2009/1/20 0:00
6744,49294,5,2009/1/13 0:00
6744,48019,5,2009/1/13 0:00
6744,49846,1,2009/3/10 0:00
6744,48229,3,2009/1/20 0:00
6744,49853,4,2009/1/20 0:00
6744,48232,3,2009/1/19 0:00
6744,48233,1.5,2009/1/19 0:00
6744,49947,1,2009/2/26 0:00
6744,49972,2.5,2009/3/10 0:00
6744,50186,3.5,2009/2/26 0:00
6744,50340,3,2009/4/7 0:00
6744,48877,3,2009/1/20 0:00
6744,49704,5,2009/1/20 0:00
6744,50533,3,2009/1/19 0:00
6744,53283,2.5,2009/2/26 0:00
6744,51434,1,2009/1/20 0:00
6744,53309,3,2009/1/20 0:00
6744,53317,2,2009/3/10 0:00
6744,53901,1.5,2009/4/7 0:00
6744,52234,1,2009/4/7 0:00
6744,53927,4,2009/3/12 0:00
6744,53968,3.5,2009/1/13 0:00
6744,53981,2,2009/1/20 0:00
6744,54146,5,2009/1/13 0:00
6744,52428,2,2009/9/29 0:00
6744,52523,3,2009/1/20 0:00
6744,52672,3.5,2009/1/19 0:00
6744,54931,4,2009/5/12 0:00
6744,55304,1.5,2009/1/20 0:00
6744,53109,3.5,2009/5/12 0:00
6744,55562,3,2009/1/20 0:00
6744,54053,2.5,2009/1/20 0:00
6744,56053,2,2009/3/12 0:00
6744,54612,1,2009/1/20 0:00
6744,54752,1.5,2009/1/20 0:00
6744,56915,3.5,2009/1/20 0:00
6744,54807,2,2009/3/10 0:00
6744,58033,1,2009/3/10 0:00
6744,55388,2.5,2009/1/20 0:00
6744,55421,1,2009/3/12 0:00
6744,58206,3.5,2009/9/29 0:00
6744,55749,4,2009/1/20 0:00
6744,56292,2.5,2009/1/20 0:00
6744,56535,4,2009/2/26 0:00
6744,56560,3.5,2009/4/7 0:00
6744,56672,5,2009/1/13 0:00
6744,57215,2,2009/3/10 0:00
6744,60126,3,2009/1/20 0:00
6744,60158,4,2009/2/26 0:00
6744,57281,4,2009/1/20 0:00
6744,57354,3,2009/4/7 0:00
6744,57537,3,2009/1/20 0:00
6744,60624,3,2009/1/13 0:00
6744,60665,1,2009/3/10 0:00
6744,57786,1,2009/3/12 0:00
6744,57847,4,2009/1/20 0:00
6744,60770,3,2009/3/12 0:00
6744,60780,2,2009/1/20 0:00
6744,57915,3,2009/2/26 0:00
6744,60864,2,2009/1/20 0:00
6744,61054,1.5,2009/9/29 0:00
6744,61287,2.5,2009/2/26 0:00
6744,58887,2,2009/2/26 0:00
6744,59283,1,2009/3/10 0:00
6744,59330,2.5,2009/2/26 0:00
6744,59613,2,2009/1/20 0:00
6744,63700,1.5,2009/2/26 0:00
6744,61561,3.5,2009/3/21 0:00
6744,61720,4.5,2009/1/20 0:00
6744,64529,2,2009/1/13 0:00
6744,64804,1.5,2009/5/12 0:00
6744,64934,3,2009/1/13 0:00
6744,65230,3,2009/1/13 0:00
6744,62745,4,2009/2/26 0:00
6744,65516,5,2009/1/20 0:00
6744,65544,3.5,2009/2/26 0:00
6744,65812,1.5,2009/3/21 0:00
6744,63349,4,2009/3/10 0:00
6744,65842,3,2009/2/26 0:00
6744,66184,3.5,2009/1/13 0:00
6744,64077,5,2009/1/13 0:00
6744,64081,4,2009/1/13 0:00
6744,64182,2.5,2009/1/13 0:00
6744,66612,2.5,2009/1/20 0:00
6781,3801,3.5,2009/5/16 0:00
6781,38700,2.5,2009/5/16 0:00
6781,51696,2.5,2009/5/13 0:00
6781,55248,3,2009/5/16 0:00
6781,62530,4,2009/5/11 0:00
6781,61649,3,2009/5/16 0:00
6781,66208,3,2009/5/16 0:00
3287,6632,4.5,2009/5/9 0:00
3287,44142,4.5,2009/5/9 0:00
3287,66184,5,2009/5/9 0:00
9255,5124,3,2009/5/21 0:00
9255,10468,4,2009/5/21 0:00
9255,22477,4,2009/5/21 0:00
9255,38195,5,2009/5/21 0:00
9255,38196,5,2009/5/21 0:00
9255,39384,3,2009/5/21 0:00
9255,42237,5,2009/5/21 0:00
9255,46615,4.5,2009/5/21 0:00
9255,43316,5,2009/5/21 0:00
9255,46617,5,2009/5/21 0:00
9255,43317,5,2009/5/21 0:00
9255,46620,5,2009/5/21 0:00
9255,45119,5,2009/5/21 0:00
9255,64182,5,2009/5/21 0:00
4945,101,4,2008/3/15 0:00
4945,3317,3.5,2008/3/15 0:00
4945,9180,4.5,2008/3/15 0:00
4945,10301,4.5,2008/3/6 0:00
4945,17474,4,2008/3/6 0:00
4945,17283,5,2008/3/10 0:00
4945,23930,4.5,2008/3/15 0:00
4945,24675,3.5,2008/3/15 0:00
4945,26642,3,2008/3/15 0:00
4945,26656,3.5,2008/3/15 0:00
4945,28609,4.5,2008/3/15 0:00
4945,32687,3.5,2008/3/15 0:00
4945,36046,4,2008/3/6 0:00
4945,36096,3.5,2008/3/15 0:00
4945,36619,3.5,2008/3/15 0:00
4945,39545,4.5,2008/3/7 0:00
4945,37201,3.5,2008/3/10 0:00
4945,40402,4.5,2008/3/15 0:00
4945,41792,3.5,2008/3/15 0:00
4945,39384,3.5,2008/3/15 0:00
4945,42237,5,2008/3/15 0:00
4945,43917,4,2008/3/15 0:00
4945,46289,4.5,2008/3/15 0:00
4945,43310,4,2008/3/6 0:00
4945,46617,4,2008/3/10 0:00
4945,43317,4,2008/3/10 0:00
4945,43368,4.5,2008/3/6 0:00
4945,44121,4,2008/3/10 0:00
4945,47246,4,2008/3/15 0:00
4945,48233,5,2008/3/15 0:00
4945,54217,4.5,2008/3/6 0:00
4945,52672,4,2008/3/15 0:00
4945,54931,3,2008/3/15 0:00
4945,52824,5,2008/3/10 0:00
4945,54014,4,2008/3/7 0:00
4945,54017,4,2008/3/6 0:00
4945,56916,4,2008/3/10 0:00
4945,58104,4,2008/3/15 0:00
4945,55388,4,2008/3/7 0:00
4945,55390,4.5,2008/3/7 0:00
4945,58794,4,2008/3/15 0:00
4945,57281,4,2008/8/10 0:00
4945,59613,2,2008/3/15 0:00
8256,484,5,2008/8/12 0:00
8256,5806,4.5,2008/8/17 0:00
8256,15100,5,2008/1/21 0:00
8256,13968,5,2008/8/17 0:00
8256,23457,5,2008/3/25 0:00
8256,22539,4.5,2008/1/21 0:00
8256,28523,4.5,2008/8/17 0:00
8256,25922,5,2008/1/21 0:00
8256,33800,2.5,2008/3/25 0:00
8256,40943,5,2008/3/25 0:00
8256,46367,5,2008/1/21 0:00
8256,45147,4,2008/3/25 0:00
8256,51090,5,2008/1/21 0:00
8256,54146,5,2008/8/17 0:00
8256,57847,5,2008/8/17 0:00
2215,43588,4.5,2008/10/9 0:00
1222,34060,1,2009/3/30 0:00
1222,47784,0.5,2009/3/30 0:00
1222,62530,2.5,2009/3/30 0:00
7071,3801,3,2009/7/1 0:00
7071,5293,4.5,2009/10/2 0:00
7071,14070,4.5,2009/8/10 0:00
7071,18330,4.5,2009/8/23 0:00
7071,46421,5,2009/7/1 0:00
7071,47429,5,2009/8/10 0:00
7071,55936,4,2009/7/1 0:00
7071,59471,5,2009/9/4 0:00
7071,62530,4.5,2009/8/21 0:00
6374,46173,4,2009/8/22 0:00
6374,53990,3,2009/8/22 0:00
6374,63200,3.5,2009/8/22 0:00
368,16713,3,2009/4/17 0:00
368,16969,3,2009/4/17 0:00
368,62530,3.5,2009/3/23 0:00
315,16713,4,2009/4/12 0:00
315,17422,3,2009/2/14 0:00
315,16969,4,2009/4/12 0:00
315,26405,5,2009/2/14 0:00
315,43529,3.5,2009/2/14 0:00
315,62530,5,2009/2/14 0:00
265,418,4,2009/2/3 0:00
265,2892,3,2009/2/11 0:00
265,6467,4,2009/2/11 0:00
265,12885,4.5,2009/2/3 0:00
265,16621,4,2009/2/3 0:00
265,18631,3.5,2009/2/6 0:00
265,24147,4.5,2009/2/3 0:00
265,38010,5,2009/2/8 0:00
265,42876,3,2009/2/11 0:00
265,48058,4,2009/2/18 0:00
265,59471,5,2009/2/6 0:00
6884,77,5,2009/5/11 0:00
6884,2350,5,2009/5/11 0:00
6884,3801,1.5,2009/5/11 0:00
6884,3685,3,2009/5/11 0:00
6884,4329,1,2009/5/11 0:00
6884,5277,2,2009/5/12 0:00
6884,5801,0.5,2009/5/12 0:00
6884,5808,1,2009/5/12 0:00
6884,6632,1.5,2009/5/11 0:00
6884,8538,3,2009/5/11 0:00
6884,8039,2,2009/5/12 0:00
6884,9180,1,2009/5/11 0:00
6884,9229,2.5,2009/5/11 0:00
6884,10335,2,2009/5/11 0:00
6884,11322,1,2009/5/11 0:00
6884,12505,2.5,2009/5/11 0:00
6884,12034,3,2009/5/11 0:00
6884,17474,1,2009/5/12 0:00
6884,17247,3.5,2009/5/12 0:00
6884,17293,2.5,2009/5/11 0:00
6884,17971,3,2009/5/12 0:00
6884,22297,2,2009/5/12 0:00
6884,19726,2.5,2009/5/12 0:00
6884,25698,4,2009/5/11 0:00
6884,25777,2.5,2009/5/12 0:00
6884,22477,2.5,2009/5/12 0:00
6884,26791,3,2009/5/12 0:00
6884,26736,2,2009/5/12 0:00
6884,35507,2.5,2009/5/12 0:00
6884,35707,2.5,2009/5/12 0:00
6884,34061,1,2009/5/12 0:00
6884,36753,1,2009/5/12 0:00
6884,35379,4.5,2009/5/12 0:00
6884,36449,2.5,2009/5/12 0:00
6884,38700,4,2009/5/11 0:00
6884,37186,1.5,2009/5/11 0:00
6884,41680,1.5,2009/5/11 0:00
6884,44142,2.5,2009/5/11 0:00
6884,49829,4.5,2009/5/11 0:00
6884,49898,3,2009/5/11 0:00
6884,51696,2.5,2009/5/11 0:00
6884,50533,2.5,2009/5/12 0:00
6884,53968,3,2009/5/11 0:00
6884,55304,2.5,2009/5/12 0:00
6884,58804,2,2009/5/12 0:00
6884,56672,4,2009/5/11 0:00
6884,57262,1,2009/5/11 0:00
6884,57281,2,2009/5/11 0:00
6884,60232,2.5,2009/5/11 0:00
6884,60645,4,2009/5/11 0:00
6884,61054,2.5,2009/5/11 0:00
6884,59330,3,2009/5/12 0:00
6884,64316,4,2009/5/11 0:00
6884,61649,3,2009/5/11 0:00
6884,66208,4,2009/5/11 0:00
1674,5124,4,2009/2/19 0:00
1674,5910,4,2009/2/19 0:00
1674,7032,4,2009/2/19 0:00
1674,17293,3.5,2009/4/26 0:00
1674,18631,4,2009/2/19 0:00
1674,38005,4,2009/2/19 0:00
1674,38006,4,2009/2/19 0:00
1674,35395,4,2009/2/19 0:00
1674,38009,4,2009/2/19 0:00
1674,38010,4,2009/2/19 0:00
1674,45119,4,2009/2/19 0:00
1674,59471,4,2009/2/19 0:00
9524,62530,4.5,2009/5/11 0:00
6273,14070,4.5,2009/8/27 0:00
6273,17330,4,2009/8/27 0:00
6273,20444,4,2009/8/27 0:00
6273,20445,4,2009/8/27 0:00
6273,18330,2.5,2009/8/27 0:00
6273,23752,3,2009/8/27 0:00
6273,20641,3,2009/8/27 0:00
6273,23821,4,2009/8/27 0:00
6273,47429,2.5,2009/8/27 0:00
6273,49432,5,2009/8/27 0:00
6273,52705,4.5,2009/8/27 0:00
6273,57182,4,2009/8/27 0:00
6273,61649,5,2009/8/27 0:00
6273,64529,2.5,2009/8/27 0:00
6417,3448,4.5,2009/7/3 0:00
6417,42215,2.5,2009/7/3 0:00
6417,51696,5,2009/5/27 0:00
6417,62530,5,2009/6/26 0:00
6417,64316,3.5,2009/7/3 0:00
1678,9804,4,2009/5/29 0:00
6496,7684,5,2009/6/10 0:00
6496,26792,3.5,2009/6/10 0:00
6496,26960,4.5,2009/6/10 0:00
6496,35110,5,2009/6/10 0:00
6496,39530,5,2009/6/10 0:00
6496,43529,3,2009/6/10 0:00
6496,51696,3.5,2009/6/11 0:00
6496,54146,4.5,2009/6/10 0:00
6496,56591,1,2009/6/10 0:00
6496,57491,3,2009/6/10 0:00
6496,62530,4,2009/6/10 0:00
6496,64151,4,2009/6/10 0:00
7041,237,5,2007/6/12 0:00
7041,2350,5,2007/6/12 0:00
7041,42171,5,2007/6/12 0:00
7041,42172,5,2007/6/12 0:00
7041,42173,3,2007/6/12 0:00
7041,49294,5,2007/6/12 0:00
7041,53674,4.5,2007/6/12 0:00
7041,54903,5,2007/6/12 0:00
7041,54614,5,2007/6/12 0:00
7041,56916,5,2007/6/12 0:00
7041,60547,4.5,2009/6/8 0:00
7041,62536,5,2009/6/8 0:00
7041,62537,5,2009/6/8 0:00
1328,42515,5,2009/4/26 0:00
1328,52577,4.5,2009/6/3 0:00
7341,57699,1,2009/7/16 0:00
7342,17293,4,2009/4/16 0:00
7342,62530,5,2009/4/16 0:00
9680,43585,4.5,2008/11/26 0:00
9680,44142,4,2009/8/29 0:00
9680,63684,4,2008/11/26 0:00
1693,43529,2.5,2009/7/3 0:00
333,5875,3.5,2009/4/26 0:00
333,8538,2,2009/4/26 0:00
333,12505,4,2009/4/26 0:00
333,16969,4.5,2009/4/26 0:00
333,36315,0.5,2009/4/26 0:00
333,39530,4,2009/4/26 0:00
333,46995,3,2009/4/26 0:00
333,44142,3,2009/4/26 0:00
333,47739,2,2009/4/26 0:00
333,47784,2.5,2009/4/26 0:00
333,50383,2,2009/4/26 0:00
333,51880,3,2009/4/26 0:00
333,60232,3,2009/4/26 0:00
333,60645,3,2009/4/26 0:00
333,66208,3.5,2009/4/26 0:00
333,64182,4.5,2009/4/26 0:00
89,21508,1.5,2009/8/7 0:00
89,18330,2,2009/8/7 0:00
89,18858,2,2009/8/7 0:00
89,40608,2,2009/8/7 0:00
89,57699,2,2009/8/7 0:00
334,46995,4,2008/12/8 0:00
2198,17422,1,2009/2/11 0:00
2198,26405,1,2009/2/11 0:00
2198,43529,1,2009/2/11 0:00
2198,62530,2,2009/2/11 0:00
7264,47784,4,2009/3/17 0:00
7264,51696,3,2009/5/22 0:00
7264,62530,3.5,2009/3/17 0:00
7264,65325,4,2009/3/17 0:00
5488,62530,4,2009/1/23 0:00
2613,17422,4,2009/2/27 0:00
2613,62530,4,2009/2/27 0:00
6057,16694,3,2009/6/1 0:00
6057,37418,3,2009/6/1 0:00
6057,62530,2,2009/6/1 0:00
6057,61649,5,2009/6/1 0:00
6754,20641,3.5,2009/7/14 0:00
2199,17971,3.5,2009/5/19 0:00
2199,56560,2,2009/6/15 0:00
6800,6475,4,2009/1/10 0:00
6800,8538,4.5,2009/1/31 0:00
6800,14467,4,2009/1/31 0:00
6800,26405,4.5,2009/1/31 0:00
6800,38657,5,2009/1/31 0:00
6800,47246,3,2009/1/10 0:00
6800,60624,4.5,2009/1/31 0:00
6800,62530,4,2009/1/31 0:00
6800,64316,4,2009/1/31 0:00
1703,63684,4,2008/12/26 0:00
6848,16713,5,2009/9/14 0:00
6848,47429,5,2009/8/29 0:00
6848,48021,5,2009/8/22 0:00
2050,5875,4.5,2009/1/29 0:00
2050,26656,4.5,2009/1/28 0:00
2050,23831,4.5,2009/2/7 0:00
2050,49829,4.5,2009/5/7 0:00
2050,53674,5,2009/1/29 0:00
2050,55639,5,2009/1/29 0:00
2050,56453,4.5,2009/1/28 0:00
7000,8784,4,2009/7/7 0:00
7000,18858,5,2009/7/7 0:00
7000,20641,4.5,2009/7/7 0:00
